Course Name,Region,Website,Email,Phone
Tai Tapu Golf Club,Canterbury,http://www.taitapugolf.nz/,admin@taitapugolf.co.nz,03 329 6710
Templeton Golf Club,Canterbury,http://www.templetongc.co.nz/,proshop@templetongc.co.nz,03 349 7493
Temuka Golf Club,Canterbury,http://www.temukagolf.co.nz/club-contacts/,temukagolf@outlook.co.nz,03 615 7139
Terrace Downs Golf Club,Canterbury,https://www.fablehotelsandresorts.com/hotels/fable-terrace-downs-resort?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Google+Business+Profile,Reservations@fableterracedowns.com,03 318 6943
The Cairns Golf Course,Canterbury,https://thecairnsgolfclub.co.nz/,mail@domain.com,03 680 6952
The Range,Canterbury,http://www.therange.nz/,info@therangegolf.co.nz,0274 762 400
Timaru Golf Club,Canterbury,https://www.timarugolfclub.co.nz/,timarugc@xtra.co.nz,03 688 2012
Tinwald Golf Club,Canterbury,https://www.tinwaldgolf.co.nz/,manager@tinwaldgolf.co.nz,033084577
Tokarahi Golf Club,Canterbury,https://tokarahigolf.club/,john@doe.com,03 432 6106
Waimairi Beach Golf Club,Canterbury,http://www.waimairibeachgolf.co.nz/,office@waimairibeach.co.nz,03 383 0307
Waimakariri Gorge Golf Club,Canterbury,http://waimakgolf.nz/,info@waimakgolf.nz,03 312 4339
Waimate Golf Club,Canterbury,https://www.waimategolfclub.co.nz/,Office@waimategolfclub.co.nz,036891275
Waitikiri Golf Club,Canterbury,http://www.waitikirigolf.co.nz/,admin@waitikirigolf.co.nz,03 383 1400
Weedons Country Club,Canterbury,http://www.weedonsgolf.co.nz/,weedonsgolf@gmail.com,03 347 8519
Gisborne Park Golf Club,Gisborne,https://www.gisborneparkgolfclub.com,admin@gpgolfclub.co.nz,06 867 9849
Patutahi Golf Club,Gisborne,,,06 862 7789
Poverty Bay Golf Club,Gisborne,https://www.gisbornegolf.co.nz/,info@gisbornegolf.co.nz,06 867 4402
Tahunga Golf Club,Gisborne,https://www.facebook.com/tahungagolf/,tahunga@golf.co.nz,06 867 0803
Te Puia Hot Springs Golf Club,Gisborne,http://www.tepuiagolf.nz/,tepuiahotsprings@golf.co.nz,(06) 864 6887
Tolaga Bay Golf Club,Gisborne,,arataha.stn@gmail.com,08 8638363
Awatoto Public Golf Course,Hawke's Bay,http://www.maraenuigolf.co.nz/,manager@maraenuigolf.co.nz,06 835 9950
Cape Kidnappers Golf Course,Hawke's Bay,https://www.robertsonlodges.com/the-lodges/cape-kidnappers/explore/golf,proshop@capekidnappers.com,06 873 1018
Hastings Golf Club,Hawke's Bay,http://www.hastingsgolfclub.co.nz/,info@hastingsgolfclub.co.nz,06 879 7206
Hawkes Bay Golf Club,Hawke's Bay,https://www.hawkesbaygolfclub.co.nz/,office@hbgolf.co.nz,06 879 8890
Karamu Golf Club,Hawke's Bay,http://karamugolfclub.com,bobzatgolf@gmail.com,
Mahia Golf Club,Hawke's Bay,http://www.mahiagolfclub.com,mahiagolfclub@gmail.com,06 837 5700
Maraenui Golf Club,Hawke's Bay,http://www.maraenuigolf.co.nz/,office@pantonplumbing.co.nz,06 835 8273
Napier Golf Club,Hawke's Bay,https://www.napiergolf.co.nz/,manager@napiergolf.co.nz,06 844 7913
Onga Onga Golf Club,Hawke's Bay,https://ongaongagolfclub.co.nz/,oogc@xtra.co.nz,06 856 6879
Porangahau Country Club,Hawke's Bay,https://www.sporty.co.nz/ptc,,06 855 5029
Porangahau Golf Club,Hawke's Bay,http://www.porangahaucountryclub.co.nz/,porangahaucountryclub@gmail.com,021-002-1030
Puketitiri Golf Club,Hawke's Bay,,puketitirigolf@gmail.com,0274648147
Takapau Golf Club,Hawke's Bay,,takapaugolf@xtra.co.nz,06 855 8385
Te Pohue Golf Club,Hawke's Bay,,jancooper949@gmail.com,021 447549
Waipawa Golf Club,Hawke's Bay,https://www.sporty.co.nz/waipawagolf,waipawagolfclub@xtra.co.nz,06 857 8978
Waipukurau Golf Club,Hawke's Bay,https://www.waipukuraugolfclub.co.nz/,,076213486
Wairoa Golf Club,Hawke's Bay,,juneunderhill@gmail.com,06 838 6000
Apiti Golf Club,Manawatu-Whanganui,http://apitigolfclub.co.nz/,secretaryapitigolfclub@gmail.com,06 323 4714
Belmont Links,Manawatu-Whanganui,,,
Buckley Golf Club,Manawatu-Whanganui,https://www.buckleygolfclub.co.nz/,buckleygolf@xtra.co.nz,06 362 7837
Cape Turnagain Golf Club,Manawatu-Whanganui,,Capeturnagaingolfclub28@gmail.com,06 374 3669
Castlecliff Golf Club,Manawatu-Whanganui,http://www.castlecliffgolfclub.org.nz/,admin@castlecliffgolf.co.nz,06 344 4554
Dannevirke Golf Club,Manawatu-Whanganui,http://www.dannevirkegolfclub.co.nz/,dannevirkegolf@xtra.co.nz,06 374 8248
Eketahuna Golf Club,Manawatu-Whanganui,http://www.eketahuna-golf.com/,b.g.reichenbach@gmail.com,06 375 8143
Feilding Golf Club,Manawatu-Whanganui,http://www.feildinggolfclub.co.nz/,admin@pakurangagolf.co.nz,06 323 4553
Foxton Golf Club,Manawatu-Whanganui,http://www.foxtongolf.co.nz/,admin@foxtongolf.co.nz,06 363 8160
Hawkestone Golf Club,Manawatu-Whanganui,,hawkestonegolf@gmail.com,0211650017
Levin Golf Club,Manawatu-Whanganui,http://www.levingolfclub.co.nz/,proturf@xtra.co.nz,06 368 6189
Linton Camp Golf Club,Manawatu-Whanganui,http://lintongolfclub.co.nz/,lintoncampgolf@gmail.com,027 372 0425
Manawatu Golf Club,Manawatu-Whanganui,https://www.manawatugolfclub.com/,membership@manawatugolfclub.com,06 357 8793
Marton Golf Club,Manawatu-Whanganui,http://martongolfclub.co.nz/,martongolfsec@gmail.com,06 327 6719
Norsewood Golf Club,Manawatu-Whanganui,,,063746261
Orlando Country Club,Manawatu-Whanganui,https://www.orlandocountry.co/,info@orlandocountry.co.nz,06 280 2913
Pahiatua Golf Club,Manawatu-Whanganui,http://www.pahiatuagolfclub.co.nz/,pahiatuagolfclub@gmail.com,06 376 8005
Palmerston North Golf Club,Manawatu-Whanganui,http://www.pngolf.co.nz/,hello@pngolf.co.nz,06 351 0700
Pongaroa Golf Club,Manawatu-Whanganui,,kandmmartin@xtra.co.nz,
Rangatira Golf Club,Manawatu-Whanganui,http://www.rangatiragolf.co.nz/,marykenn@hotmail.co.nz,06 322 9859
Rangitikei Golf Club,Manawatu-Whanganui,http://rangitikeigolfclub.co.nz/,rangitikeigolf@xtra.co.nz,063221475
RNZAF Ohakea Base  Golf Club,Manawatu-Whanganui,http://www.airforce.mil.nz/about-us/where-we-are/hq-and-bases/ohakea.htm,,06 351 5099
Taihape Golf Club,Manawatu-Whanganui,http://taihapegolf.co.nz/,taihapegolfsecretary@gmail.com,06 388 1247
Taumarunui Golf Club,Manawatu-Whanganui,https://www.taumarunuigolfclub.co.nz/,taumarunuigolfclub@xtra.co.nz,07 896 7257
Tawhero Golf Club,Manawatu-Whanganui,,riversittee@gmail.com,06 344 5808
Waimarino Golf Club,Manawatu-Whanganui,https://www.ruapehugolf.co.nz/,info@ruapehugolf.co.nz,06 385 4246
Wanganui Golf Club,Manawatu-Whanganui,http://www.wanganuigolfclub.co.nz/,manager@wanganuigolfclub.co.nz,06 349 0559
Awatere Golf Club,Marlborough,http://www.awateregolfclub.co.nz/,contact@awateregc.co.nz,03 575 7072
Blenheim Golf Club,Marlborough,http://www.blenheimgolfclub.co.nz/,secretary@blenheimgolfclub.co.nz,03 578 4320
Marlborough Golf Club,Marlborough,https://www.marlboroughgolf.co.nz/programme?ComeFromCat=1287,admin@marlboroughgolf.co.nz,03 578 0884
Picton Golf Club,Marlborough,https://www.pictongolfclub.co.nz/,info@pictongolfclub.co.nz,03 573 7750
Rarangi Golf Club,Marlborough,http://www.rarangigolfclub.co.nz/,rarangi.golf.club@gmail.com,03 570 5709
Golden Downs Golf Club,Nelson,,gazzasign111@gmail.com,0278080578
Koura Bay Golf Course,Nelson,https://kourabayresort.co.nz/,stay@kourabayresort.co.nz,03 319 7477
Nelson Golf Club,Nelson,http://www.nelsongolf.co.nz/,office@nelsongolf.co.nz,03 548 5029
Nopera Bay Golf Club,Nelson,https://noperagolf.nz,noperagolf@gmail.com,0221 406 092
Redstone Golf Park,Nelson,http://www.redstonegolfpark.co.nz/,,03 541 8452
RNZAF Woodbourne Golf Club,Nelson,https://www.nzdf.mil.nz/defence-and-whanau/where-we-are/base-woodbourne/,gordon.schofield@nzdf.mil.nz,
Waahi Taakaro Golf Course,Nelson,https://www.waahitaakarogolfclub.co.nz/,golfshop@waahitaakarogolfclub.co.nz,03 548 7301
Wairau Valley Golf Club,Nelson,,wairauvalleygolfclub@gmail.com,03 577 6554
Bay of Islands Golf Club,Northland,http://www.bayofislandsgolf.co.nz/,office@boigc.co.nz,09 407 8837
Carrington Golf Club,Northland,https://www.carrington.co.nz/,info@carrington.co.nz,09 408 7222
Hikurangi Golf Club,Northland,https://www.sporty.co.nz/hikurangi_golf,hikagolfgirl@gmail.com,09 433 8590
Houhora Golf Club,Northland,https://www.harbourgolf.co.nz/Northland-Clubs/Houhora-Golf-Club-1,Houhoragolf@gmail.com,09 409 8266
Kaikohe Golf Club,Northland,https://www.golfnorthland.co.nz/Northland-Clubs/Kaikohe-Golf-Squash-Club-1,kaikohegolf1@gmail.com,09 405 3814
Kaitaia Golf Club,Northland,https://kaitaiagolfclub.co.nz/,ayla@kaitaiagolfclub.co.nz,09 409 4833
Kauri Cliffs Golf Course,Northland,http://www.kauricliffs.com/?fbclid=IwAR2dt9zLFTCfj-DuHvdBwcJiLCKLi7OLHkSQkrQQY8a_Guml2ge2tr-XwpM,,09 407 0060
Mangawhai Golf Club,Northland,http://www.mangawhaigolf.co.nz/,golfshop@mangawhaigolf.co.nz,09 431 4807
Ngunguru Golf Course,Northland,,ngungurugolfoffice@gmail.com,09 4344 290
Northern Wairoa Golf Club,Northland,https://www.northernwairoagolf.co.nz/,northernwairoagolf@gmail.com,09 439 6599
Northland Golf Club,Northland,http://www.northlandgolfclub.co.nz/,shop@northlandgolfclub.co.nz,09 435 0042
Okaihau Golf Club,Northland,https://www.facebook.com/Okaihaugolfcourse/,okaihaugolf@outlook.co.nz,09 401 9223
Paparoa Golf Club,Northland,,paparoagolf@gmail.com,022 678 1474
Rawene Golf Club,Northland,https://www.facebook.com/rawenegolfclub357/,dixonandsophie@outlook.com,09 405 7793
Sherwood Park Golf Club,Northland,http://www.sherwoodparkgolf.co.nz/,admin@sherwoodparkgolf.co.nz,09 434 6900
The Pines Golf Club,Northland,http://pinesgolfclub.co.nz/,info@pinesgolfclub.co.nz,09 436 2246
Waiotira Golf Club,Northland,http://www.sporty.co.nz/waiotiragolf,,0275552001
Waipu Golf Club,Northland,http://www.waipugolfclub.org.nz/,shop@waipugolf.co.nz,09 432 0259
Waitangi Golf Club,Northland,http://www.waitangigolf.co.nz/,waitangigolf@xtra.co.nz,09 402 7713
Whangarei Golf Club,Northland,https://www.whangareigolfclub.co.nz/,golfshop@whangareigolfclub.co.nz,0251222032
Whangaroa Golf Club,Northland,http://www.whangaroagolf.co.nz/,info@whangaroagolf.co.nz,09 405 1808
Alexandra Golf Club,Otago,http://www.alexandragolf.co.nz,info@alexandragolf.co.nz,03 4488204
Allan Grange Golf Club,Otago,https://www.facebook.com/Allan-Grange-Golf-Club-1110522929100879,allangrangegolf@gmail.com,03 415 9320
Ardleigh Golf Club,Otago,,jpgrubb@xtra.co.nz,
Arrowtown Golf Club,Otago,http://www.arrowtowngolf.co.nz/,info@arrowtowngolf.co.nz,03 442 1719
Balclutha Golf Club,Otago,,balcluthagolf@gmail.com,03 4182171
Balmacewen Golf Course,Otago,,,
Barley Station Golf Course,Otago,,kit.gordon@barleyinvestment.com,-
Belleknowes Golf Club,Otago,,belleknowesgolfclub@gmail.com,
Chisholm Links,Otago,http://www.dunedingolfclub.co.nz/,,03 455 0715
Clinton Golf Club,Otago,,,03 415 7049
Cromwell Golf Club,Otago,https://www.cromwellgolf.co.nz/,proshop@cromwellgolf.co.nz,03 445 0165
Dunstan Golf Club,Otago,http://www.sporty.co.nz/dunstangolf,,03 449 2729
Frankton Golf Centre,Otago,https://sportrec.qldc.govt.nz/recreation/golf,jamie.mcisaac@qldc.govt.nz,03 442 3584
Gibbston Valley Golf Club,Otago,http://gibbstonvalleygolfclub.com/,golf@gibbstonvalley.com,03 428 2983
Gladfield Country Golf Club,Otago,https://www.facebook.com/gladfieldgolfclub,gladfield.golf@gmail.com,03 489 4882
Glenorchy Golf Club,Otago,,,
Heriot Golf Club,Otago,http://www.sporty.co.nz/heriotgolfclub,heriotgolfclub@outlook.com,03 204 2122
Island Park Golf Club,Otago,https://islandparkgolfclubinc.co.nz/,admin@islandparkgolfclubinc.co.nz,03 488 2258
Jacks Point Golf Club,Otago,http://www.jackspoint.com/,golf@jackspoint.com,03 450 2050
Kaitangata Golf Club,Otago,http://www.sporty.co.nz/kaitangatagolfclub,dawsonhj@hotmail.com,03 413 9825
Kingston Golf Club,Otago,https://kingstongolf.wixsite.com/home,kingstongolf@gmail.com,02108419894
Lake Hawea Golf Club,Otago,http://www.lakehaweagolf.com/,timlambeth@yahoo.com,027 203 8785
Lawrence Golf Club,Otago,,gtdavidson@xtra.co.nz,03)4859628
Lower Waitaki Golf Club,Otago,https://www.facebook.com/profile.php?id=100024269918656,,03 431 3800
Maniototo Golf Club,Otago,https://www.facebook.com/ManiototoGolf/,maniototogolfclub@gmail.com,0204389377
Middlemarch Golf Club,Otago,https://golfotago.co.nz/clubs/middlemarch-golf-club/,hello@golfnz.org,03 464 3867
Millbrook Resort Golf Club,Otago,https://www.millbrook.co.nz/?utm_source=gmb&utm_medium=organic&utm_campaign=SEO,golf.bookings@millbrook.co.nz,03 441 7000
Naseby Golf Club,Otago,https://golfotago.co.nz/clubs/naseby-golf-club/,hello@golfnz.org,021 226 1639
North Otago Golf Club,Otago,https://www.facebook.com/profile.php?id=100063544391488,northotagogolf@outlook.co.nz,03 434 6169
Omakau Golf Club,Otago,http://www.omakaugolf.co.nz/,omakaugolf@xtra.co.nz,03 447 3814
Otago Golf Club,Otago,http://www.otagogolfclub.co.nz/,proshop@otagogolfclub.co.nz,03 467 2096
Otakou Golf Course,Otago,https://www.facebook.com/profile.php?id=100051411883880&mibextid=ZbWKwL,otakougolf@outlook.co.nz,0204389377
Owaka Golf Club,Otago,,owakagolfclub@outlook.com,027 4157109
Patearoa Golf Club,Otago,https://patearoagolfclub.nz/,alan.dalziel@icloud.com,03 444 7836
Port Chalmers Golf Club,Otago,http://www.portchalmersgolf.co.nz/,portchalmersgolf@gmail.com,03 472 8404
